2025-12-14T01:57:22.000000000Z [inf]  Starting Container
2025-12-14T02:06:49.675334935Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:52.578446597Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:54.415495870Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:56.660314232Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:58.742779332Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:01.626646995Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:04.506119270Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:06.958054298Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:09.959512986Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:12.660021114Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:15.032627373Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:18.671579879Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:20.739374726Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:24.009588727Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:26.693950963Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:27.634392284Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:29.902705251Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:35.740316530Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:37.832885445Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:40.019807862Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:42.835397603Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:44.919153231Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:46.843910655Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:48.948104894Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:51.159570777Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:53.800716170Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:56.806247045Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:57.002901579Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:07:58.903819075Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:02.842853736Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:04.875005982Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:06.919241836Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:08.933486817Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:11.972359138Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:14.202428446Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:17.126301789Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:19.933810309Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:22.054605788Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:25.052114422Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:27.080091389Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:30.485333118Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:33.093945989Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:35.183221501Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:38.267351519Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:41.077327090Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:43.389575154Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:45.303457003Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:48.223870894Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:50.173587760Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:53.320126485Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:55.306899136Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:56.624325702Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:08:59.491222200Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:01.763391980Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:03.695457691Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:05.562605121Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:07.693188637Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:10.505182683Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:12.782606199Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:14.853910392Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:17.665455901Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:09:19.623539030Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
