2025-12-14T01:57:22.000000000Z [inf]  Starting Container
2025-12-14T01:59:57.180541373Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T01:59:59.217798205Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:01.867451830Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:06.193484197Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:09.302351238Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:12.196739239Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:15.446286515Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:18.457941160Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:21.420864459Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:24.300935775Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:26.551659382Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:28.396970230Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:29.369567681Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:31.558521865Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:33.489125977Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:36.206726615Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:38.236339938Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:45.583432625Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:47.638870103Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:50.544028291Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:52.364618961Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:54.722720563Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:56.505518171Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:57.332726445Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:59.919624970Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:00:59.919631633Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:01.543176375Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:03.526459185Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:06.598525825Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:08.587892174Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:11.605904808Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:13.959836598Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:15.974911478Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:18.966131679Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:21.510816963Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:23.590771077Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:26.624286266Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:28.815064058Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:30.832632968Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:32.833231327Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:35.606850377Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:37.670253918Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:40.716490573Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:42.729122662Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:44.803786237Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:47.861363258Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:50.893097505Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:53.145120517Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:57.100337958Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:01:59.062287561Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:01.983752386Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:04.147210704Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:06.293476746Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:09.052599761Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:11.146604442Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:13.389071056Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:16.166261461Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:18.114314359Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:22.117683568Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:24.268982886Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:27.154997862Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:29.421740784Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:31.454693704Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:33.447758617Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:35.520774769Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:38.292696368Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:40.272146579Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:43.368836316Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:45.391941729Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:47.410283435Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:49.531170083Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:52.263074661Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:56.390559255Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:02:58.545992352Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:00.621613106Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:03.759283137Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:06.515556791Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:08.394373598Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:10.539713158Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:12.588190988Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:14.717044367Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:16.607347346Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:18.521330981Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:20.714445337Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:26.461024563Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:28.699914931Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:30.805427554Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:33.526995764Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:35.462420339Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:37.528462217Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:39.521831565Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:42.851710229Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:44.843309615Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:47.544450539Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:49.524267343Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:52.558346442Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:03:56.894001252Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:00.747521225Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:04.726201473Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:07.544364238Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:09.730117261Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:12.637602429Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:14.803959450Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:17.712903988Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:19.834951444Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:21.940460930Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:24.145719634Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:26.778331607Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:26.778343101Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:29.030687541Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:31.814562555Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:33.707510468Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:35.894865122Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:37.986061521Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:40.219443471Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:43.158668571Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:45.113363997Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:47.093180425Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:49.058448432Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:51.029683700Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:57.419551443Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:04:59.864449203Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:01.542596007Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:03.549616456Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:06.474896597Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:08.461351657Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:11.434324229Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:14.728488585Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:16.715296855Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:19.592742203Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:21.563001300Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:24.667443597Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:27.838172890Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:30.792262618Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:32.603211367Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:34.734670800Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:36.747724818Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:38.715689131Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:40.907393500Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:42.946435143Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:45.107524841Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:47.144248368Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:50.096263765Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:51.884358400Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:56.296853407Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:05:59.036244335Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:01.206592785Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:03.269381211Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:05.359047730Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:08.036246690Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:09.840912624Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:13.005784901Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:15.413293665Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:17.404662931Z [inf]  [Engine] ARBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:20.189358287Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:22.042404711Z [inf]  [Engine] INJUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:28.330634899Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:31.250139414Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:33.359402108Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:36.111127966Z [inf]  [Engine] SOLUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:38.225602584Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:40.335256775Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:43.387253469Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:45.388520754Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:06:47.337222668Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
